Close,KMO10,KMO20,KMO40,larger_than_KMO10?,shares10,larger_than_KMO20?,shares20,larger_than_KMO40?,shares40
31.44,31.264000000000003,31.532500000000006,31.425,1.0,1502.3995472222987,0.0,1448.288288925717,1.0,209.36902070825042
31.34,31.244999999999997,31.508500000000005,31.458500000000004,1.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
31.18,31.203000000000003,31.461000000000002,31.49425,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.87,31.173000000000002,31.392000000000003,31.502750000000002,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.67,31.129,31.329500000000003,31.489250000000006,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.79,31.074,31.2815,31.478250000000003,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.74,31.008999999999997,31.2555,31.465000000000003,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.75,31.008,31.218,31.44975,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.51,30.953999999999997,31.156500000000005,31.427750000000003,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.71,30.9,31.099,31.408750000000005,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
30.41,30.796999999999997,31.0305,31.384749999999997,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
29.63,30.625999999999998,30.9355,31.339,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
29.42,30.45,30.8265,31.284249999999997,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
29.31,30.294,30.7335,31.229000000000003,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
28.44,30.070999999999998,30.6,31.1475,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
28.28,29.820000000000004,30.446999999999996,31.06225,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
28.49,29.595,30.302,30.984500000000004,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,209.36902070825042
28.88,29.407999999999998,30.208,30.91375,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
29.1,29.267000000000003,30.110500000000002,30.848749999999995,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
29.22,29.117999999999995,30.009000000000004,30.78175,1.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
28.63,28.940000000000005,29.8685,30.700499999999998,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
28.87,28.863999999999997,29.744999999999997,30.626749999999998,1.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
28.65,28.787,29.6185,30.539749999999998,0.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
28.92,28.748,29.520999999999997,30.4565,1.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
28.98,28.802,29.436500000000002,30.383000000000003,1.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
29.07,28.881,29.3505,30.316000000000003,1.0,1502.3995472222987,0.0,1448.288288925717,0.0,1270.7232596648632
